,名称,住所,電話番号,緯度,経度,種別
1269,木造阿弥陀如来立像,東京都江東区深川2-16-7 ,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1270,銅造阿弥陀如来坐像,東京都江東区深川2-16-7 ,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1271,木造観音・勢至菩薩立像,東京都江東区深川2-16-7 ,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1272,木造十一面観音坐像,東京都江東区深川2-16-27,(03)3641-1580,35.675272,139.796474,江東区登録文化財
1273,木造阿弥陀如来立像,東京都江東区深川2-16-27,(03)3641-1580,35.675272,139.796474,江東区登録文化財
1274,木造地蔵菩薩立像,東京都江東区深川2-16-27,(03)3641-1580,35.675272,139.796474,江東区登録文化財
1275,木造天部立像,東京都江東区深川2-16-27,(03)3641-1580,35.675272,139.796474,江東区登録文化財
1276,木造地蔵菩薩立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1277,木造如来立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1278,木造菩薩立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1279,木造観音・勢至菩薩立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1280,木造観音菩薩立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1281,木造如来立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1282,木造如来立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1283,木造阿弥陀如来立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1284,銅造如来立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1285,木造阿弥陀如来立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1286,木造不動明王立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1287,銅造阿弥陀如来坐像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1288,木造釈迦如来坐像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1289,木造観音菩薩立像,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1290,木造法然上人・善導大師坐像,東京都江東区深川2-22-5　　　　,,35.677186,139.798643,江東区登録文化財
1291,木造四天王立像,東京都江東区深川2-22-5　　　　,,35.677186,139.798643,江東区登録文化財
1292,木造阿弥陀如来坐像,東京都江東区深川2-22-5　　　　,,35.677186,139.798643,江東区登録文化財
1293,石造狛犬　一対,東京都江東区冬木22-31,(03)3641-9051,35.675396,139.800119,江東区登録文化財
1294,木造弘法大師坐像,東京都江東区富岡1-15-1,,35.672013,139.798061,江東区登録文化財
1295,木造不動明王坐像　付二童子像,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1296,木造五大明王像　4躯,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1297,銅造二童子像,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1298,銅造倶利迦羅剣・二童子像　明治20年在銘,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1299,銅造不動慧童子立像,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1300,石造狛犬　江川場売手中奉納　一対,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1301,石造狛犬　海辺大工町奉納　一対,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1302,石造狛犬　御作事方奉納　一対,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1303,石造狛犬　大正10年在銘　一対,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1304,石造狛犬　一対,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1305,木造阿弥陀如来立像,東京都江東区千田9-7　　,(03)3644-3043,35.681637,139.814983,江東区登録文化財
1306,石造狛犬　昭和６年在銘　一対,東京都江東区猿江2-2-17,(03)3631-2516,35.685871,139.814147,江東区登録文化財
1307,石造地蔵菩薩坐像,東京都江東区猿江2-16,,35.686327,139.820253,江東区登録文化財
1308,石造狛犬　大正13年在銘　一対,東京都江東区木場1-5　,,35.668001,139.803032,江東区登録文化財
1309,木造随神倚像　2躯,東京都江東区木場2-18-12,,35.669951,139.804783,江東区登録文化財
1310,石造狛犬　一対,東京都江東区木場2-18-12,,35.669951,139.804783,江東区登録文化財
1311,木造聖観音菩薩坐像,東京都江東区亀戸3-10-2,,35.703158,139.819634,江東区登録文化財
1312,厨子入木造聖観音菩薩坐像,東京都江東区亀戸3-10-2,,35.703158,139.819634,江東区登録文化財
1313,厨子入木造地蔵三尊像,東京都江東区亀戸3-10-2,,35.703158,139.819634,江東区登録文化財
1314,木造聖観音菩薩立像,東京都江東区亀戸3-34-2,(03)3681-2620,35.705622,139.819415,江東区指定文化財
1315,石造狛犬　昭和５年在銘　一対,東京都江東区亀戸3-38-35,(03)3681-3042,35.706504,139.820913,江東区登録文化財
1316,木造阿弥陀如来坐像,東京都江東区亀戸3-42-1,,35.704178,139.822582,江東区登録文化財
1317,木造十一面観音立像　2躯,東京都江東区亀戸3-42-1,,35.704178,139.822582,江東区登録文化財
1318,石造狛犬　寛政７年在銘　一対,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1319,木造八幡神像,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1320,木造阿弥陀三尊像,東京都江東区亀戸4-17-11,,35.701266,139.826802,江東区登録文化財
1321,木造阿弥陀三尊像,東京都江東区亀戸4-17-11,,35.701266,139.826802,江東区登録文化財
1322,木造阿弥陀如来立像,東京都江東区亀戸4-17-11,,35.701266,139.826802,江東区登録文化財
1323,木造地蔵菩薩坐像,東京都江東区亀戸4-17-11,,35.701266,139.826802,江東区登録文化財
1324,木造薬師如来坐像,東京都江東区亀戸4-17-11,,35.701266,139.826802,江東区登録文化財
1325,厨子入木造不動三尊像,東京都江東区亀戸4-24-1,(03)3681-8213,35.703227,139.826243,江東区登録文化財
1326,木造虚空蔵菩薩坐像,東京都江東区亀戸4-35-12,(03)3681-9757,35.702061,139.827409,江東区登録文化財
1327,木造不動三尊像,東京都江東区亀戸4-35-12,(03)3681-9757,35.702061,139.827409,江東区登録文化財
1328,木造阿弥陀如来坐像,東京都江東区亀戸4-48-3,(03)3681-7023,35.702669,139.830506,江東区登録文化財
1329,木造釈迦如来坐像,東京都江東区亀戸4-48-3,(03)3681-7023,35.702669,139.830506,江東区登録文化財
1330,木造阿弥陀如来立像,東京都江東区亀戸5-31-8,,35.698503,139.829894,江東区登録文化財
1331,木造阿弥陀如来立像,東京都江東区亀戸5-31-8,,35.698503,139.829894,江東区登録文化財
1332,木造親鸞上人坐像,東京都江東区亀戸5-31-8,,35.698503,139.829894,江東区登録文化財
1333,木造観音・勢至菩薩立像　2躯,東京都江東区亀戸5-31-8,,35.698503,139.829894,江東区登録文化財
1334,木造阿弥陀三尊像,東京都江東区亀戸6-35-23,,35.694477,139.830385,江東区登録文化財
1335,木造神像,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1336,木造千手観音菩薩坐像,東京都江東区大島3-1-8,,35.689608,139.826664,江東区登録文化財
1337,木造毘沙門天立像,東京都江東区大島3-1-8,,35.689608,139.826664,江東区登録文化財
1338,木造阿弥陀如来立像,東京都江東区大島4-14-7,,35.688027,139.831174,江東区登録文化財
1339,石造狛犬　一対,東京都江東区大島5-39-26,(03)3684-4749,35.686392,139.836618,江東区登録文化財
1340,木造大日如来坐像,東京都江東区大島8-38-32,(03)3681-8848,35.687008,139.842813,江東区登録文化財
1341,木造日蓮上人坐像,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1342,木造弘法大師坐像,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1343,石造神狐像　寺田三郎奉納　一対,東京都江東区北砂6-12　,,35.683567,139.836259,江東区登録文化財
1344,木造三宝本尊像,東京都江東区東砂1-4-6,(03)3644-7835,35.683128,139.840652,江東区登録文化財
1345,木造阿弥陀如来立像　附体内納入品4点,東京都江東区東砂1-4-10,(03)3644-0986,35.682478,139.840813,江東区指定文化財
1346,木造親鸞上人坐像,東京都江東区東砂1-4-10,(03)3644-0986,35.682478,139.840813,江東区登録文化財
1347,石造狛犬　明治38年在銘　一対,東京都江東区東砂6-13-4,,35.673175,139.840955,江東区登録文化財
1348,石造神狐像　一対,東京都江東区東砂6-13-4,,35.673175,139.840955,江東区登録文化財
1349,石造馬頭観音坐像,東京都江東区南砂4-15-20,,35.672773,139.830761,江東区登録文化財
1350,木造阿弥陀如来立像,東京都江東区南砂5,,,,江東区登録文化財
1351,石造狛犬　享和元年在銘　一対,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1352,銅造梵鐘　鈴木好鉑作,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1353,銅製きん子　天保11年在銘,東京都江東区三好1-3-18,,35.679236,139.800489,江東区登録文化財
1354,銅製双盤　宝永４年在銘,東京都江東区三好1-6-3　 ,(03)3641-5848,35.680705,139.800321,江東区登録文化財
1355,鉄造天水桶　釜六太田正次作,東京都江東区三好2-16-7,,35.680844,139.802654,江東区登録文化財
1356,銅製伏鉦　西村宗春作,東京都江東区白河1-1-8,,35.681011,139.799252,江東区登録文化財
1357,銅製伏鉦　出羽大掾宗味作,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1358,銅製伏鉦　西村和泉守作,東京都江東区深川2-15-20,,35.675496,139.797474,江東区登録文化財
1359,銅製伏鉦　宝暦７年在銘,東京都江東区深川2-16-7,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1360,銅鐘　宝暦３年在銘,東京都江東区深川2-16-7　,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1361,銅製きん子　明和６年在銘,東京都江東区深川2-16-27　,(03)3641-1580,35.675272,139.796474,江東区登録文化財
1362,銅製きん子　明治44年在銘,東京都江東区深川2-16-27　,(03)3641-1580,35.675272,139.796474,江東区登録文化財
1363,銅製宝来柄鏡　村田美濃守作,東京都江東区深川2-16-27　,(03)3641-1580,35.675272,139.796474,江東区登録文化財
1364,銅製きん子　寛政10年在銘,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1365,銅製きん子　正徳２年在銘,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1366,銅製伏鉦　天保８年在銘,東京都江東区深川2-22-5   ,,35.677186,139.798643,江東区登録文化財
1367,銅造釣燈籠　元禄11年在銘,東京都江東区富岡1-15-1,,35.672013,139.798061,江東区登録文化財
1368,銅造水盤　太田正義作,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区指定文化財
1369,銅造天水桶　銅屋元次郎作　一対,東京都江東区木場2-18-12,,35.669951,139.804783,江東区登録文化財
1370,木造燈明台　文化15年在銘　一対,東京都江東区木場2-18-12,,35.669951,139.804783,江東区登録文化財
1371,木造三宝　寛政７年在銘,東京都江東区木場2-18-12,,35.669951,139.804783,江東区登録文化財
1372,鉄造天水桶　増田栄相作　一対,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1373,銅鐘　大正２年在銘,東京都江東区亀戸3-10-2,,35.703158,139.819634,江東区登録文化財
1374,銅鏡　重定作,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1375,銅製柄鏡　余廣作,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1376,神輿,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1377,神輿,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1378,神輿,東京都江東区亀戸9-15-7,(03)3682-1581,35.695771,139.844565,江東区登録文化財
1379,銅造梵鐘　大出和四郎・藤原治具作,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
1380,銅造梵鐘　大川由茂作,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1381,銅製伏鉦　西村和泉守作,東京都江東区東砂4-3,,35.676924,139.837675,江東区登録文化財
1382,神輿　八吉作　附木札1枚,東京都江東区南砂7-14-18,(03)3647-9472,139.837599,139.837599,江東区登録文化財
1383,三井親和墨蹟,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1384,三井親和墨蹟,東京都江東区深川2-19-13,,35.677014,139.797507,江東区登録文化財
1385,十九執金剛秘釋私記　永禄元年専宗筆,東京都江東区富岡1-15-1　　,,35.672013,139.798061,江東区登録文化財
1386,盂蘭盆会祭文,東京都江東区白河1-1-8,,35.681011,139.799252,江東区登録文化財
1387,雄松院文書　雄誉霊巖璽書２巻　附桐箱１合,東京都江東区白河1-1-8,,35.681011,139.799252,江東区登録文化財
1388,玄信寺興誉法名授与状,東京都江東区深川2-15-20,,35.675496,139.797474,江東区登録文化財
1389,東都三十三間堂旧記,東京都江東区深川2-22-5,,35.677186,139.798643,江東区指定文化財
1390,前原家文書（海苔養殖関係）　9点,東京都江東区牡丹1　,,,,江東区指定文化財
1391,渋沢栄一書簡,東京都江東区木場6,,,,江東区登録文化財
1392,慶応２年７月　白河藩領百姓駕篭訴状,東京都江東区東陽1,,,,江東区登録文化財
1393,庄司家所蔵文書　23点　附木箱１合,東京都江東区東陽1,,,,江東区登録文化財
1394,富山藩家老近藤家文書　2170点,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区登録文化財
1395,伊達綱村書状　2点,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区登録文化財
1396,森家文書　277点,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区登録文化財
1397,宇田川家文書　427点,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区登録文化財
1398,牧野家文書　 322点,東京都江東区亀戸9　,,,,江東区指定文化財
1399,西誉蓮入法師入定縁起,東京都江東区北砂4-22-6,(03)3644-6974,35.679198,139.831908,江東区登録文化財
1400,斎藤家文書　4点,東京都江東区東砂2　,,,,江東区登録文化財
1401,砂村稲荷神社関係文書　13点,東京都江東区南砂7　,,,,江東区登録文化財
1402,土錘　6個,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
1403,フレットミル粉砕機ローラー,東京都江東区清澄1-2-8,,35.680513,139.792741,江東区登録文化財
1404,コンクリート方塊,東京都江東区清澄1-2-8,,35.680513,139.792741,江東区登録文化財
1405,芭蕉句碑　其角堂永湖書,東京都江東区清澄3-3-9,(03)3641-5892,35.680699,139.797736,江東区登録文化財
1406,清澄園記碑,東京都江東区清澄3-3-9　　　　　　　　　　　　　　　　,(03)3641-5892,35.680699,139.797736,江東区登録文化財
1407,玄武仏碑,東京都江東区清澄3-4-6,(03)3641-1968,35.681799,139.797725,江東区登録文化財
1408,放火禁止定高札,東京都江東区清澄3-4-11　,,35.681738,139.798363,江東区登録文化財
1409,油谷倭文子墓碑　賀茂真淵誌,東京都江東区清澄3-4-22,,35.681311,139.798016,江東区登録文化財
1410,芭蕉記念館所蔵資料　 874件,東京都江東区常盤1-6-3　,(03)3631-1448,35.686127,139.794056,江東区登録文化財
1411,新大橋橋名板　3点　附架橋工事技師在銘板,東京都江東区新大橋3-1-15,(03)3631-2260,35.686829,139.795375,江東区登録文化財
1412,筆塚,東京都江東区森下1-3-17,(03)3631-5548,35.686682,139.797309,江東区登録文化財
1413,明治19年修繕棟札　附内陣修繕産子総代他書上板,東京都江東区森下1-3-17,(03)3631-5548,35.686682,139.797309,江東区登録文化財
1414,芭蕉翁句塚碑拓本,東京都江東区森下2-22-9,(03)3631-9063,35.688665,139.798816,江東区登録文化財
1415,題目曼荼羅　日薩書,東京都江東区平野1-14-7,,35.679086,139.800076,江東区登録文化財
1416,題目曼荼羅　日厳書,東京都江東区平野1-14-7,,35.679086,139.800076,江東区登録文化財
1417,題目曼荼羅　日亨書,東京都江東区平野1-14-10,(03)3641-7100,35.679017,139.800243,江東区登録文化財
1418,梅玉之碑,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1419,宝篋印塔（残欠）　寛永11年在銘,東京都江東区平野2-4-25,(03)3641-3390,35.678433,139.801951,江東区登録文化財
1420,閻浮提図　附日宮図　存統書（版摺）,東京都江東区三好1-3-3　,,35.679714,139.800404,江東区登録文化財
1421,世界大相図　存統書（版摺）,東京都江東区三好1-3-3　,,35.679714,139.800404,江東区登録文化財
1422,天竺輿地図　存統書（版摺）,東京都江東区三好1-3-3　,,35.679714,139.800404,江東区登録文化財
1423,桜井山興墓碑,東京都江東区三好1-3,,,,江東区登録文化財
1424,六字名号供養塔　伝霊巖書,東京都江東区三好1-4-5 ,,35.679475,139.800796,江東区登録文化財
1425,一夜軒秋月歌碑,東京都江東区三好1-6-3 ,(03)3641-5848,35.680705,139.800321,江東区登録文化財
1426,六字名号供養塔　祐天書,東京都江東区三好2-17-14,(03)3641-0591,35.680513,139.803357,江東区登録文化財
1427,円光大師霊蹟碑　東都二十五所のうち,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1428,八大龍王碑,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1429,森陳明墓碑,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1430,六字名号　雄誉霊巖書,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1431,六字名号　雄誉霊巖書,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1432,大富市場焼死者墓碑　昭和８年在銘,東京都江東区白河1-3-32,(03)3641-1523 ,35.680812,139.799953,江東区登録文化財
1433,董堂先生碑　文政４年在銘,東京都江東区白河2-7-10,,35.682125,139.803417,江東区登録文化財
1434,六字名号　祐天書　附天保９年祐梵極状,東京都江東区永代1-8-8 ,(03)3641-1842,35.674289,139.789584,江東区登録文化財
1435,露柱庵冨水句碑,東京都江東区深川2-16-7 ,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1436,供養塔（残欠）　元亨４年在銘,東京都江東区深川2-16-7 ,(03)3641-2566,35.675974,139.796779,江東区登録文化財
1437,明治校碑,東京都江東区深川2-17-26,(03)3641-0550,35.676436,139.797302,江東区登録文化財
1438,岡田米仲点印塚　天明６年在銘,東京都江東区深川2-22-11,(03)3641-6832,35.676873,139.799094,江東区登録文化財
1439,板碑,東京都江東区深川2-22-11,(03)3641-6832,35.676873,139.799094,江東区登録文化財
1440,冬木弁財天石垣石　天保６年在銘,東京都江東区冬木22-31,(03)3641-9051,35.675396,139.800119,江東区登録文化財
1441,岡野知十句碑,東京都江東区冬木22-31,(03)3641-9051,35.675396,139.800119,江東区登録文化財
1442,園女歌仙桜碑,東京都江東区富岡1-16　,(03)5683-5581 ,35.671951,139.798741,江東区登録文化財
1443,園女歌仙桜之碑　昭和６年在銘,東京都江東区富岡1-16　,(03)5683-5581 ,35.671951,139.798741,江東区登録文化財
1444,志満寿左久良碑,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1445,三世哥沢芝金碑,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1446,華道古流家元松盛斎碑,東京都江東区富岡1-17-13,(03)3641-8288,35.672853,139.798368,江東区登録文化財
1447,柳田泰麓碑　昭和９年在銘,東京都江東区富岡1-17,(03)5683-5581 ,35.672721,139.799044,江東区登録文化財
1448,横綱力士碑　附陣幕・不知火顕彰碑2基　日月石寄附碑　地固め寄附碑　土台石垣　魚かし石柱2本　土台下玉垣,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区指定文化財
1449,釈迦嶽の碑,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1450,森羅亭万象歌碑,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1451,蒲丈句碑,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1452,雪中庵完来句碑,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1453,平花庵雨什句碑,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1454,和田氏歴世記碑,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1455,七渡弁天碑,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1456,稲津祗空碑,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1457,鳥居（残欠）　江川場売手中奉納,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1458,打田茂三句碑,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1459,故別当之碑　明治６年在銘,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1460,調子紙塚　明治２年在銘,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1461,第六大区一番組碑　明治６年在銘,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1462,鳥居（残欠）　明治７年在銘,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1463,鳥居（残欠）　昭和12年在銘,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1464,復興記念碑　昭和11年在銘,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1465,鳥居(残欠)　元治元年在銘,東京都江東区富岡1-20-3,(03)3642-1315,35.671958,139.799609,江東区登録文化財
1466,波除碑,東京都江東区牡丹3-33　平久橋西詰橋台地,(03)3647-9819,35.668403,139.801523,東京都指定文化財
1467,ラムゼー碑　明治19年在銘,東京都江東区越中島2-1,(03)5245-7300,35.667878,139.791799,江東区登録文化財
1468,田副重右衛門招魂碑　明治21年在銘,東京都江東区越中島2-1,(03)5245-7300,35.667878,139.791799,江東区登録文化財
1469,植樹記念碑　明治42年在銘,東京都江東区越中島2-1,(03)5245-7300,35.667878,139.791799,江東区登録文化財
1470,猿江恩賜公園由来碑,東京都江東区住吉2-28,(03)3631-9732,35.688643,139.817134,江東区登録文化財
1471,波除土手石垣間知石　3個,東京都江東区木場1-2-2,(03)3644-0374,35.667942,139.802198,江東区登録文化財
1472,扁額　嘉永７年在銘,東京都江東区木場2-18-12,,35.669951,139.804783,江東区登録文化財
1473,燈籠（残欠）　明治29年在銘　一対,東京都江東区木場2-18-12,,35.669951,139.804783,江東区登録文化財
1474,太政官高札,東京都江東区木場2,,,,江東区登録文化財
1475,波除碑,東京都江東区木場6-13-13,(03)3644-1092,35.668445,139.807736,東京都指定文化財
1476,川連虎一郎碑,東京都江東区木場6-13-13,(03)3644-1092,35.668445,139.807736,江東区登録文化財
1477,洲崎遊廓追善供養歌碑　昭和６年在銘,東京都江東区東陽1-39-5 区立東陽１丁目第２公園 ,(03)3647-9819,35.666201,139.812664,江東区登録文化財
1478,関東大震災横死者供養塔　昭和10年在銘,東京都江東区東陽3-8-11 区立沢海橋第２児童遊園,(03)3647-9819,35.669542,139.809036,江東区登録文化財
1479,上水木樋　3本,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区登録文化財
1480,墓石　宝永６年在銘,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区登録文化財
1481,題目曼荼羅,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区登録文化財
1482,ガラス乾板　深川区史図版　113点,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区指定文化財
1483,震災復興橋梁図面　901枚,東京都江東区東陽4-11-28,(03)3647-9819,35.672793,139.817322,江東区指定文化財
1484,中江兆民翁之碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1485,聖廟九百年御忌句碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1486,歌川豊国翁之碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1487,帰春翁筆塚,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1488,董斎筆塚,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1489,花仙堂筆塚,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1490,正木樸筆塚　亀田鵬斎書,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1491,花鳥図碑　岸駒・曲江画,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1492,石川勝蔵歌碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1493,八百万神碑　男谷静斎書,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1494,燈籠　松平康任奉納　一対,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1495,松庵句碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1496,くんきょ先生碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1497,鮮斎永濯碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1498,梅松両社再建発句碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1499,菅原白竜画師献技碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1500,臥龍園句碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1501,累卵塔碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1502,藤樹奉献碑　大正４年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1503,明楽斎修筆碑　明治29年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1504,鷽替由来板木　大正５年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1505,鍾珠山人玉光句碑　弘化２年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1506,燈籠（残欠）　文政２年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1507,亀戸神社縁起碑　大正12年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1508,頌徳碑　明治28年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1509,菅公一千年祭記念碑　明治35年在銘,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1510,菅公一千年祭記念碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
1511,菅公一千年祭記念境内全図銅板寄附碑,東京都江東区亀戸3-6-1,(03)3681-0010,35.702666,139.820838,江東区登録文化財
